,taxonomia,ordem,familia,subfamilia,genero,especie,nome_pt,nome_eng,url_wikiaves
1684,Turdus amaurochalinus,Passeriformes,Turdidae,,Turdus,amaurochalinus,sabiá-poca,Creamy-bellied Thrush,https://www.wikiaves.com.br/wiki/sabia-poca
1685,Turdus arthuri,Passeriformes,Turdidae,,Turdus,arthuri,caraxué-da-campina,Campina Thrush,https://www.wikiaves.com.br/wiki/caraxue-da-campina
1686,Turdus debilis,Passeriformes,Turdidae,,Turdus,debilis,caraxué-da-várzea,Floodplain Thrush,https://www.wikiaves.com.br/wiki/caraxue-da-varzea
1687,Turdus olivater,Passeriformes,Turdidae,,Turdus,olivater,sabiá-de-cabeça-preta,Black-hooded Thrush,https://www.wikiaves.com.br/wiki/sabia-de-cabeca-preta
1688,Turdus subalaris,Passeriformes,Turdidae,,Turdus,subalaris,sabiá-ferreiro,Eastern Slaty Thrush,https://www.wikiaves.com.br/wiki/sabia-ferreiro
1689,Turdus albicollis,Passeriformes,Turdidae,,Turdus,albicollis,sabiá-coleira,White-necked Thrush,https://www.wikiaves.com.br/wiki/sabia-coleira
1690,Mimus gilvus,Passeriformes,Mimidae,,Mimus,gilvus,sabiá-da-praia,Tropical Mockingbird,https://www.wikiaves.com.br/wiki/sabia-da-praia
1691,Mimus saturninus,Passeriformes,Mimidae,,Mimus,saturninus,sabiá-do-campo,Chalk-browed Mockingbird,https://www.wikiaves.com.br/wiki/sabia-do-campo
1692,Mimus triurus,Passeriformes,Mimidae,,Mimus,triurus,calhandra-de-três-rabos,White-banded Mockingbird,https://www.wikiaves.com.br/wiki/calhandra-de-tres-rabos
1693,Sturnus vulgaris,Passeriformes,Sturnidae,,Sturnus,vulgaris,estorninho,European Starling,https://www.wikiaves.com.br/wiki/estorninho
1694,Estrilda astrild,Passeriformes,Estrildidae,,Estrilda,astrild,bico-de-lacre,Common Waxbill,https://www.wikiaves.com.br/wiki/bico-de-lacre
1695,Passer domesticus,Passeriformes,Passeridae,,Passer,domesticus,pardal,House Sparrow,https://www.wikiaves.com.br/wiki/pardal
1696,Anthus chii,Passeriformes,Motacillidae,,Anthus,chii,caminheiro-zumbidor,Yellowish Pipit,https://www.wikiaves.com.br/wiki/caminheiro-zumbidor
1697,Anthus furcatus,Passeriformes,Motacillidae,,Anthus,furcatus,caminheiro-de-unha-curta,Short-billed Pipit,https://www.wikiaves.com.br/wiki/caminheiro-de-unha-curta
1698,Anthus correndera,Passeriformes,Motacillidae,,Anthus,correndera,caminheiro-de-espora,Correndera Pipit,https://www.wikiaves.com.br/wiki/caminheiro-de-espora
1699,Anthus nattereri,Passeriformes,Motacillidae,,Anthus,nattereri,caminheiro-dourado,Ochre-breasted Pipit,https://www.wikiaves.com.br/wiki/caminheiro-dourado
1700,Anthus hellmayri,Passeriformes,Motacillidae,,Anthus,hellmayri,caminheiro-de-barriga-acanelada,Hellmayr's Pipit,https://www.wikiaves.com.br/wiki/caminheiro-de-barriga-acanelada
1701,Carduelis carduelis,Passeriformes,Fringillidae,Carduelinae,Carduelis,carduelis,pintassilgo-europeu,European Goldfinch,https://www.wikiaves.com.br/wiki/pintassilgo-europeu
1702,Spinus yarrellii,Passeriformes,Fringillidae,Carduelinae,Spinus,yarrellii,pintassilgo-do-nordeste,Yellow-faced Siskin,https://www.wikiaves.com.br/wiki/pintassilgo-do-nordeste
1703,Spinus magellanicus,Passeriformes,Fringillidae,Carduelinae,Spinus,magellanicus,pintassilgo,Hooded Siskin,https://www.wikiaves.com.br/wiki/pintassilgo
1704,Cyanophonia cyanocephala,Passeriformes,Fringillidae,Euphoniinae,Cyanophonia,cyanocephala,gaturamo-rei,Golden-rumped Euphonia,https://www.wikiaves.com.br/wiki/gaturamo-rei
1705,Chlorophonia cyanea,Passeriformes,Fringillidae,Euphoniinae,Chlorophonia,cyanea,gaturamo-bandeira,Blue-naped Chlorophonia,https://www.wikiaves.com.br/wiki/gaturamo-bandeira
1706,Euphonia plumbea,Passeriformes,Fringillidae,Euphoniinae,Euphonia,plumbea,gaturamo-miúdo,Plumbeous Euphonia,https://www.wikiaves.com.br/wiki/gaturamo-miudo
1707,Euphonia chlorotica,Passeriformes,Fringillidae,Euphoniinae,Euphonia,chlorotica,fim-fim,Purple-throated Euphonia,https://www.wikiaves.com.br/wiki/fim-fim
1708,Euphonia finschi,Passeriformes,Fringillidae,Euphoniinae,Euphonia,finschi,gaturamo-capim,Finsch's Euphonia,https://www.wikiaves.com.br/wiki/gaturamo-capim
1709,Euphonia chrysopasta,Passeriformes,Fringillidae,Euphoniinae,Euphonia,chrysopasta,gaturamo-verde,Golden-bellied Euphonia,https://www.wikiaves.com.br/wiki/gaturamo-verde
1710,Euphonia minuta,Passeriformes,Fringillidae,Euphoniinae,Euphonia,minuta,gaturamo-de-barriga-branca,White-vented Euphonia,https://www.wikiaves.com.br/wiki/gaturamo-de-barriga-branca
1711,Euphonia chalybea,Passeriformes,Fringillidae,Euphoniinae,Euphonia,chalybea,cais-cais,Green-throated Euphonia,https://www.wikiaves.com.br/wiki/cais-cais
1712,Euphonia violacea,Passeriformes,Fringillidae,Euphoniinae,Euphonia,violacea,gaturamo-verdadeiro,Violaceous Euphonia,https://www.wikiaves.com.br/wiki/gaturamo-verdadeiro
1713,Euphonia laniirostris,Passeriformes,Fringillidae,Euphoniinae,Euphonia,laniirostris,gaturamo-de-bico-grosso,Thick-billed Euphonia,https://www.wikiaves.com.br/wiki/gaturamo-de-bico-grosso
1714,Euphonia xanthogaster,Passeriformes,Fringillidae,Euphoniinae,Euphonia,xanthogaster,fim-fim-grande,Orange-bellied Euphonia,https://www.wikiaves.com.br/wiki/fim-fim-grande
1715,Euphonia cayennensis,Passeriformes,Fringillidae,Euphoniinae,Euphonia,cayennensis,gaturamo-preto,Golden-sided Euphonia,https://www.wikiaves.com.br/wiki/gaturamo-preto
1716,Euphonia rufiventris,Passeriformes,Fringillidae,Euphoniinae,Euphonia,rufiventris,gaturamo-do-norte,Rufous-bellied Euphonia,https://www.wikiaves.com.br/wiki/gaturamo-do-norte
1717,Euphonia pectoralis,Passeriformes,Fringillidae,Euphoniinae,Euphonia,pectoralis,ferro-velho,Chestnut-bellied Euphonia,https://www.wikiaves.com.br/wiki/ferro-velho
1718,Ammodramus humeralis,Passeriformes,Passerellidae,,Ammodramus,humeralis,tico-tico-do-campo,Grassland Sparrow,https://www.wikiaves.com.br/wiki/tico-tico-do-campo
1719,Ammodramus aurifrons,Passeriformes,Passerellidae,,Ammodramus,aurifrons,cigarrinha-do-campo,Yellow-browed Sparrow,https://www.wikiaves.com.br/wiki/cigarrinha-do-campo
1720,Arremonops conirostris,Passeriformes,Passerellidae,,Arremonops,conirostris,tico-tico-cantor,Black-striped Sparrow,https://www.wikiaves.com.br/wiki/tico-tico-cantor
1721,Arremon taciturnus,Passeriformes,Passerellidae,,Arremon,taciturnus,tico-tico-de-bico-preto,Pectoral Sparrow,https://www.wikiaves.com.br/wiki/tico-tico-de-bico-preto
1722,Arremon franciscanus,Passeriformes,Passerellidae,,Arremon,franciscanus,tico-tico-do-são-francisco,Sao Francisco Sparrow,https://www.wikiaves.com.br/wiki/tico-tico-do-sao-francisco
1723,Arremon semitorquatus,Passeriformes,Passerellidae,,Arremon,semitorquatus,tico-tico-do-mato,Half-collared Sparrow,https://www.wikiaves.com.br/wiki/tico-tico-do-mato
1724,Arremon flavirostris,Passeriformes,Passerellidae,,Arremon,flavirostris,tico-tico-de-bico-amarelo,Saffron-billed Sparrow,https://www.wikiaves.com.br/wiki/tico-tico-de-bico-amarelo
1725,Arremon polionotus,Passeriformes,Passerellidae,,Arremon,polionotus,tico-tico-de-costas-cinza,Gray-backed Sparrow,https://www.wikiaves.com.br/wiki/tico-tico-de-costas-cinza
1726,Zonotrichia capensis,Passeriformes,Passerellidae,,Zonotrichia,capensis,tico-tico,Rufous-collared Sparrow,https://www.wikiaves.com.br/wiki/tico-tico
1727,Atlapetes personatus,Passeriformes,Passerellidae,,Atlapetes,personatus,tico-tico-do-tepui,Tepui Brushfinch,https://www.wikiaves.com.br/wiki/tico-tico-do-tepui
1728,Dolichonyx oryzivorus,Passeriformes,Icteridae,Dolichonychinae,Dolichonyx,oryzivorus,triste-pia,Bobolink,https://www.wikiaves.com.br/wiki/triste-pia
1729,Sturnella magna,Passeriformes,Icteridae,Sturnellinae,Sturnella,magna,pedro-ceroulo,Eastern Meadowlark,https://www.wikiaves.com.br/wiki/pedro-ceroulo
1730,Leistes militaris,Passeriformes,Icteridae,Sturnellinae,Leistes,militaris,polícia-inglesa-do-norte,Red-breasted Meadowlark,https://www.wikiaves.com.br/wiki/policia-inglesa-do-norte
1731,Leistes superciliaris,Passeriformes,Icteridae,Sturnellinae,Leistes,superciliaris,polícia-inglesa-do-sul,White-browed Meadowlark,https://www.wikiaves.com.br/wiki/policia-inglesa-do-sul
1732,Leistes defilippii,Passeriformes,Icteridae,Sturnellinae,Leistes,defilippii,peito-vermelho-grande,Pampas Meadowlark,https://www.wikiaves.com.br/wiki/peito-vermelho-grande
1733,Psarocolius angustifrons,Passeriformes,Icteridae,Cacicinae,Psarocolius,angustifrons,japu-pardo,Russet-backed Oropendola,https://www.wikiaves.com.br/wiki/japu-pardo
1734,Psarocolius decumanus,Passeriformes,Icteridae,Cacicinae,Psarocolius,decumanus,japu,Crested Oropendola,https://www.wikiaves.com.br/wiki/japu
1735,Psarocolius viridis,Passeriformes,Icteridae,Cacicinae,Psarocolius,viridis,japu-verde,Green Oropendola,https://www.wikiaves.com.br/wiki/japu-verde
1736,Psarocolius bifasciatus,Passeriformes,Icteridae,Cacicinae,Psarocolius,bifasciatus,japuguaçu,Olive Oropendola,https://www.wikiaves.com.br/wiki/japuguacu
1737,Cacicus solitarius,Passeriformes,Icteridae,Cacicinae,Cacicus,solitarius,iraúna-de-bico-branco,Solitary Black Cacique,https://www.wikiaves.com.br/wiki/irauna-de-bico-branco
1738,Cacicus chrysopterus,Passeriformes,Icteridae,Cacicinae,Cacicus,chrysopterus,tecelão,Golden-winged Cacique,https://www.wikiaves.com.br/wiki/tecelao
1740,Cacicus cela,Passeriformes,Icteridae,Cacicinae,Cacicus,cela,xexéu,Yellow-rumped Cacique,https://www.wikiaves.com.br/wiki/xexeu
1741,Cacicus latirostris,Passeriformes,Icteridae,Cacicinae,Cacicus,latirostris,japu-de-rabo-verde,Band-tailed Cacique,https://www.wikiaves.com.br/wiki/japu-de-rabo-verde
1742,Cacicus haemorrhous,Passeriformes,Icteridae,Cacicinae,Cacicus,haemorrhous,guaxe,Red-rumped Cacique,https://www.wikiaves.com.br/wiki/guaxe
1743,Cacicus oseryi,Passeriformes,Icteridae,Cacicinae,Cacicus,oseryi,japu-de-capacete,Casqued Cacique,https://www.wikiaves.com.br/wiki/japu-de-capacete
1744,Icterus croconotus,Passeriformes,Icteridae,Icterinae,Icterus,croconotus,joão-pinto,Orange-backed Troupial,https://www.wikiaves.com.br/wiki/joao-pinto
1745,Icterus jamacaii,Passeriformes,Icteridae,Icterinae,Icterus,jamacaii,corrupião,Campo Troupial,https://www.wikiaves.com.br/wiki/corrupiao
1746,Icterus pyrrhopterus,Passeriformes,Icteridae,Icterinae,Icterus,pyrrhopterus,encontro,Variable Oriole,https://www.wikiaves.com.br/wiki/encontro
1747,Icterus chrysocephalus,Passeriformes,Icteridae,Icterinae,Icterus,chrysocephalus,rouxinol-do-rio-negro,Moriche Oriole,https://www.wikiaves.com.br/wiki/rouxinol-do-rio-negro
1748,Icterus cayanensis,Passeriformes,Icteridae,Icterinae,Icterus,cayanensis,inhapim,Epaulet Oriole,https://www.wikiaves.com.br/wiki/inhapim
1749,Icterus galbula,Passeriformes,Icteridae,Icterinae,Icterus,galbula,corrupião-de-baltimore,Baltimore Oriole,https://www.wikiaves.com.br/wiki/corrupiao-de-baltimore
1750,Icterus nigrogularis,Passeriformes,Icteridae,Icterinae,Icterus,nigrogularis,joão-pinto-amarelo,Yellow Oriole,https://www.wikiaves.com.br/wiki/joao-pinto-amarelo
1751,Molothrus rufoaxillaris,Passeriformes,Icteridae,Agelaiinae,Molothrus,rufoaxillaris,chupim-azeviche,Screaming Cowbird,https://www.wikiaves.com.br/wiki/chupim-azeviche
1752,Molothrus oryzivorus,Passeriformes,Icteridae,Agelaiinae,Molothrus,oryzivorus,iraúna-grande,Giant Cowbird,https://www.wikiaves.com.br/wiki/irauna-grande
1753,Molothrus bonariensis,Passeriformes,Icteridae,Agelaiinae,Molothrus,bonariensis,chupim,Shiny Cowbird,https://www.wikiaves.com.br/wiki/chupim
1754,Quiscalus lugubris,Passeriformes,Icteridae,Agelaiinae,Quiscalus,lugubris,iraúna-do-norte,Carib Grackle,https://www.wikiaves.com.br/wiki/irauna-do-norte
1755,Lampropsar tanagrinus,Passeriformes,Icteridae,Agelaiinae,Lampropsar,tanagrinus,iraúna-velada,Velvet-fronted Grackle,https://www.wikiaves.com.br/wiki/irauna-velada
1756,Gymnomystax mexicanus,Passeriformes,Icteridae,Agelaiinae,Gymnomystax,mexicanus,iratauá-grande,Oriole Blackbird,https://www.wikiaves.com.br/wiki/irataua-grande
1757,Macroagelaius imthurni,Passeriformes,Icteridae,Agelaiinae,Macroagelaius,imthurni,iraúna-da-guiana,Golden-tufted Grackle,https://www.wikiaves.com.br/wiki/irauna-da-guiana
1758,Amblyramphus holosericeus,Passeriformes,Icteridae,Agelaiinae,Amblyramphus,holosericeus,cardeal-do-banhado,Scarlet-headed Blackbird,https://www.wikiaves.com.br/wiki/cardeal-do-banhado
1759,Anumara forbesi,Passeriformes,Icteridae,Agelaiinae,Anumara,forbesi,anumará,Forbes's Blackbird,https://www.wikiaves.com.br/wiki/anumara
1760,Gnorimopsar chopi,Passeriformes,Icteridae,Agelaiinae,Gnorimopsar,chopi,pássaro-preto,Chopi Blackbird,https://www.wikiaves.com.br/wiki/passaro-preto
1761,Agelaioides badius,Passeriformes,Icteridae,Agelaiinae,Agelaioides,badius,asa-de-telha,Grayish Baywing,https://www.wikiaves.com.br/wiki/asa-de-telha
1762,Agelaioides fringillarius,Passeriformes,Icteridae,Agelaiinae,Agelaioides,fringillarius,asa-de-telha-pálido,Pale Baywing,https://www.wikiaves.com.br/wiki/asa-de-telha-palido
1763,Agelasticus thilius,Passeriformes,Icteridae,Agelaiinae,Agelasticus,thilius,sargento,Yellow-winged Blackbird,https://www.wikiaves.com.br/wiki/sargento
1764,Agelasticus atroolivaceus,Passeriformes,Icteridae,Agelaiinae,Agelasticus,atroolivaceus,carretão,Unicolored Blackbird,https://www.wikiaves.com.br/wiki/carretao
1765,Agelasticus cyanopus,Passeriformes,Icteridae,Agelaiinae,Agelasticus,cyanopus,carretão-do-oeste,Yellow-breasted Blackbird,https://www.wikiaves.com.br/wiki/carretao-do-oeste
1766,Chrysomus ruficapillus,Passeriformes,Icteridae,Agelaiinae,Chrysomus,ruficapillus,garibaldi,Chestnut-capped Blackbird,https://www.wikiaves.com.br/wiki/garibaldi
1767,Chrysomus icterocephalus,Passeriformes,Icteridae,Agelaiinae,Chrysomus,icterocephalus,iratauá-pequeno,Yellow-hooded Blackbird,https://www.wikiaves.com.br/wiki/irataua-pequeno
1768,Xanthopsar flavus,Passeriformes,Icteridae,Agelaiinae,Xanthopsar,flavus,veste-amarela,Saffron-cowled Blackbird,https://www.wikiaves.com.br/wiki/veste-amarela
1769,Pseudoleistes guirahuro,Passeriformes,Icteridae,Agelaiinae,Pseudoleistes,guirahuro,chupim-do-brejo,Yellow-rumped Marshbird,https://www.wikiaves.com.br/wiki/chupim-do-brejo
1770,Pseudoleistes virescens,Passeriformes,Icteridae,Agelaiinae,Pseudoleistes,virescens,dragão,Brown-and-yellow Marshbird,https://www.wikiaves.com.br/wiki/dragao
1771,Parkesia noveboracensis,Passeriformes,Parulidae,,Parkesia,noveboracensis,abana-rabo-de-baixada,Northern Waterthrush,https://www.wikiaves.com.br/wiki/abana-rabo-de-baixada
1772,Parkesia motacilla,Passeriformes,Parulidae,,Parkesia,motacilla,abana-rabo-da-serra,Louisiana Waterthrush,https://www.wikiaves.com.br/wiki/abana-rabo-da-serra
1773,Mniotilta varia,Passeriformes,Parulidae,,Mniotilta,varia,mariquita-riscadinha,Black-and-white Warbler,https://www.wikiaves.com.br/wiki/mariquita-riscadinha
1774,Leiothlypis peregrina,Passeriformes,Parulidae,,Leiothlypis,peregrina,mariquita-do-tenessi,Tennessee Warbler,https://www.wikiaves.com.br/wiki/mariquita-do-tenessi
1776,Geothlypis aequinoctialis,Passeriformes,Parulidae,,Geothlypis,aequinoctialis,pia-cobra,Masked Yellowthroat,https://www.wikiaves.com.br/wiki/pia-cobra
1777,Setophaga ruticilla,Passeriformes,Parulidae,,Setophaga,ruticilla,mariquita-de-rabo-vermelho,American Redstart,https://www.wikiaves.com.br/wiki/mariquita-de-rabo-vermelho
1778,Setophaga cerulea,Passeriformes,Parulidae,,Setophaga,cerulea,mariquita-azul,Cerulean Warbler,https://www.wikiaves.com.br/wiki/mariquita-azul
1779,Setophaga pitiayumi,Passeriformes,Parulidae,,Setophaga,pitiayumi,mariquita,Tropical Parula,https://www.wikiaves.com.br/wiki/mariquita
1780,Setophaga fusca,Passeriformes,Parulidae,,Setophaga,fusca,mariquita-papo-de-fogo,Blackburnian Warbler,https://www.wikiaves.com.br/wiki/mariquita-papo-de-fogo
1781,Setophaga petechia,Passeriformes,Parulidae,,Setophaga,petechia,mariquita-amarela,Yellow Warbler,https://www.wikiaves.com.br/wiki/mariquita-amarela
1782,Setophaga striata,Passeriformes,Parulidae,,Setophaga,striata,mariquita-de-perna-clara,Blackpoll Warbler,https://www.wikiaves.com.br/wiki/mariquita-de-perna-clara
1783,Setophaga virens,Passeriformes,Parulidae,,Setophaga,virens,mariquita-de-garganta-preta,Black-throated Green Warbler,https://www.wikiaves.com.br/wiki/mariquita-de-garganta-preta
1784,Myiothlypis leucophrys,Passeriformes,Parulidae,,Myiothlypis,leucophrys,pula-pula-de-sobrancelha,White-striped Warbler,https://www.wikiaves.com.br/wiki/pula-pula-de-sobrancelha
1785,Myiothlypis flaveola,Passeriformes,Parulidae,,Myiothlypis,flaveola,canário-do-mato,Flavescent Warbler,https://www.wikiaves.com.br/wiki/canario-do-mato
1786,Myiothlypis leucoblephara,Passeriformes,Parulidae,,Myiothlypis,leucoblephara,pula-pula-assobiador,White-browed Warbler,https://www.wikiaves.com.br/wiki/pula-pula-assobiador
1787,Myiothlypis fulvicauda,Passeriformes,Parulidae,,Myiothlypis,fulvicauda,pula-pula-de-cauda-avermelhada,Buff-rumped Warbler,https://www.wikiaves.com.br/wiki/pula-pula-de-cauda-avermelhada
1788,Myiothlypis rivularis,Passeriformes,Parulidae,,Myiothlypis,rivularis,pula-pula-ribeirinho,Neotropical River Warbler,https://www.wikiaves.com.br/wiki/pula-pula-ribeirinho
1789,Myiothlypis bivittata,Passeriformes,Parulidae,,Myiothlypis,bivittata,pula-pula-de-duas-fitas,Two-banded Warbler,https://www.wikiaves.com.br/wiki/pula-pula-de-duas-fitas
1790,Myiothlypis mesoleuca,Passeriformes,Parulidae,,Myiothlypis,mesoleuca,pula-pula-da-guiana,Riverside Warbler,https://www.wikiaves.com.br/wiki/pula-pula-da-guiana
1791,Basileuterus culicivorus,Passeriformes,Parulidae,,Basileuterus,culicivorus,pula-pula,Golden-crowned Warbler,https://www.wikiaves.com.br/wiki/pula-pula
1792,Myioborus miniatus,Passeriformes,Parulidae,,Myioborus,miniatus,mariquita-cinza,Slate-throated Redstart,https://www.wikiaves.com.br/wiki/mariquita-cinza
1793,Myioborus castaneocapilla,Passeriformes,Parulidae,,Myioborus,castaneocapilla,mariquita-de-cabeça-parda,Tepui Redstart,https://www.wikiaves.com.br/wiki/mariquita-de-cabeca-parda
1794,Mitrospingus oleagineus,Passeriformes,Mitrospingidae,,Mitrospingus,oleagineus,pipira-olivácea,Olive-backed Tanager,https://www.wikiaves.com.br/wiki/pipira-olivacea
1795,Lamprospiza melanoleuca,Passeriformes,Mitrospingidae,,Lamprospiza,melanoleuca,pipira-de-bico-vermelho,Red-billed Pied Tanager,https://www.wikiaves.com.br/wiki/pipira-de-bico-vermelho
1796,Orthogonys chloricterus,Passeriformes,Mitrospingidae,,Orthogonys,chloricterus,catirumbava,Olive-green Tanager,https://www.wikiaves.com.br/wiki/catirumbava
1797,Piranga flava,Passeriformes,Cardinalidae,,Piranga,flava,sanhaço-de-fogo,Hepatic Tanager,https://www.wikiaves.com.br/wiki/sanhaco-de-fogo
1798,Piranga lutea,Passeriformes,Cardinalidae,,Piranga,lutea,sanhaço-montano,Highland Hepatic Tanager,https://www.wikiaves.com.br/wiki/sanhaco-montano
1799,Piranga rubra,Passeriformes,Cardinalidae,,Piranga,rubra,sanhaço-vermelho,Summer Tanager,https://www.wikiaves.com.br/wiki/sanhaco-vermelho
1800,Piranga olivacea,Passeriformes,Cardinalidae,,Piranga,olivacea,sanhaço-escarlate,Scarlet Tanager,https://www.wikiaves.com.br/wiki/sanhaco-escarlate
1801,Piranga leucoptera,Passeriformes,Cardinalidae,,Piranga,leucoptera,sanhaço-de-asa-branca,White-winged Tanager,https://www.wikiaves.com.br/wiki/sanhaco-de-asa-branca
1802,Habia rubra,Passeriformes,Cardinalidae,,Habia,rubra,tiê-do-mato-grosso,Scarlet-throated Ant-Tanager,https://www.wikiaves.com.br/wiki/tie-do-mato-grosso
1803,Habia rubica,Passeriformes,Cardinalidae,,Habia,rubica,tiê-de-bando,Red-crowned Ant-Tanager,https://www.wikiaves.com.br/wiki/tie-de-bando
1804,Pheucticus aureoventris,Passeriformes,Cardinalidae,,Pheucticus,aureoventris,rei-do-bosque,Black-backed Grosbeak,https://www.wikiaves.com.br/wiki/rei-do-bosque
1805,Pheucticus ludovicianus,Passeriformes,Cardinalidae,,Pheucticus,ludovicianus,bico-grosso-de-peito-rosa,Rose-breasted Grosbeak,https://www.wikiaves.com.br/wiki/bico-grosso-de-peito-rosa
1806,Granatellus pelzelni,Passeriformes,Cardinalidae,,Granatellus,pelzelni,polícia-do-mato,Rose-breasted Chat,https://www.wikiaves.com.br/wiki/policia-do-mato
1807,Caryothraustes canadensis,Passeriformes,Cardinalidae,,Caryothraustes,canadensis,furriel-do-norte,Yellow-green Grosbeak,https://www.wikiaves.com.br/wiki/furriel-do-norte
1808,Caryothraustes brasiliensis,Passeriformes,Cardinalidae,,Caryothraustes,brasiliensis,furriel,Brazilian Grosbeak,https://www.wikiaves.com.br/wiki/furriel
1809,Periporphyrus erythromelas,Passeriformes,Cardinalidae,,Periporphyrus,erythromelas,bicudo-encarnado,Red-and-black Grosbeak,https://www.wikiaves.com.br/wiki/bicudo-encarnado
1810,Amaurospiza moesta,Passeriformes,Cardinalidae,,Amaurospiza,moesta,negrinho-do-mato,Blackish-blue Seedeater,https://www.wikiaves.com.br/wiki/negrinho-do-mato
1811,Cyanoloxia rothschildii,Passeriformes,Cardinalidae,,Cyanoloxia,rothschildii,azulão-da-amazônia,Rothschild's Blue Grosbeak,https://www.wikiaves.com.br/wiki/azulao-da-amazonia
1812,Cyanoloxia glaucocaerulea,Passeriformes,Cardinalidae,,Cyanoloxia,glaucocaerulea,azulinho,Glaucous-blue Grosbeak,https://www.wikiaves.com.br/wiki/azulinho
1813,Cyanoloxia brissonii,Passeriformes,Cardinalidae,,Cyanoloxia,brissonii,azulão,Ultramarine Grosbeak,https://www.wikiaves.com.br/wiki/azulao
1815,Charitospiza eucosma,Passeriformes,Thraupidae,Charitospizinae,Charitospiza,eucosma,mineirinho,Coal-crested Finch,https://www.wikiaves.com.br/wiki/mineirinho
1816,Parkerthraustes humeralis,Passeriformes,Thraupidae,Orchesticinae,Parkerthraustes,humeralis,furriel-de-encontro,Yellow-shouldered Grosbeak,https://www.wikiaves.com.br/wiki/furriel-de-encontro
1817,Orchesticus abeillei,Passeriformes,Thraupidae,Orchesticinae,Orchesticus,abeillei,sanhaço-pardo,Brown Tanager,https://www.wikiaves.com.br/wiki/sanhaco-pardo
1818,Nemosia pileata,Passeriformes,Thraupidae,Nemosiinae,Nemosia,pileata,saíra-de-chapéu-preto,Hooded Tanager,https://www.wikiaves.com.br/wiki/saira-de-chapeu-preto
1819,Nemosia rourei,Passeriformes,Thraupidae,Nemosiinae,Nemosia,rourei,saíra-apunhalada,Cherry-throated Tanager,https://www.wikiaves.com.br/wiki/saira-apunhalada
1820,Cyanicterus cyanicterus,Passeriformes,Thraupidae,Nemosiinae,Cyanicterus,cyanicterus,pipira-azul,Blue-backed Tanager,https://www.wikiaves.com.br/wiki/pipira-azul
1821,Compsothraupis loricata,Passeriformes,Thraupidae,Nemosiinae,Compsothraupis,loricata,tiê-caburé,Scarlet-throated Tanager,https://www.wikiaves.com.br/wiki/tie-cabure
1822,Coryphaspiza melanotis,Passeriformes,Thraupidae,Emberizoidinae,Coryphaspiza,melanotis,tico-tico-de-máscara-negra,Black-masked Finch,https://www.wikiaves.com.br/wiki/tico-tico-de-mascara-negra
1823,Embernagra platensis,Passeriformes,Thraupidae,Emberizoidinae,Embernagra,platensis,sabiá-do-banhado,Great Pampa-Finch,https://www.wikiaves.com.br/wiki/sabia-do-banhado
1824,Embernagra longicauda,Passeriformes,Thraupidae,Emberizoidinae,Embernagra,longicauda,rabo-mole-da-serra,Pale-throated Pampa-Finch,https://www.wikiaves.com.br/wiki/rabo-mole-da-serra
1825,Emberizoides herbicola,Passeriformes,Thraupidae,Emberizoidinae,Emberizoides,herbicola,canário-do-campo,Wedge-tailed Grass-Finch,https://www.wikiaves.com.br/wiki/canario-do-campo
1826,Emberizoides ypiranganus,Passeriformes,Thraupidae,Emberizoidinae,Emberizoides,ypiranganus,canário-do-brejo,Lesser Grass-Finch,https://www.wikiaves.com.br/wiki/canario-do-brejo
1827,Rhopospina fruticeti,Passeriformes,Thraupidae,Porphyrospizinae,Rhopospina,fruticeti,canário-andino-negro,Mourning Sierra-Finch,https://www.wikiaves.com.br/wiki/canario-andino-negro
1828,Porphyrospiza caerulescens,Passeriformes,Thraupidae,Porphyrospizinae,Porphyrospiza,caerulescens,campainha-azul,Blue Finch,https://www.wikiaves.com.br/wiki/campainha-azul
1829,Chlorophanes spiza,Passeriformes,Thraupidae,Hemithraupinae,Chlorophanes,spiza,saí-verde,Green Honeycreeper,https://www.wikiaves.com.br/wiki/sai-verde
1830,Hemithraupis flavicollis,Passeriformes,Thraupidae,Hemithraupinae,Hemithraupis,flavicollis,saíra-galega,Yellow-backed Tanager,https://www.wikiaves.com.br/wiki/saira-galega
1831,Hemithraupis guira,Passeriformes,Thraupidae,Hemithraupinae,Hemithraupis,guira,saíra-de-papo-preto,Guira Tanager,https://www.wikiaves.com.br/wiki/saira-de-papo-preto
1832,Hemithraupis ruficapilla,Passeriformes,Thraupidae,Hemithraupinae,Hemithraupis,ruficapilla,saíra-ferrugem,Rufous-headed Tanager,https://www.wikiaves.com.br/wiki/saira-ferrugem
1833,Tersina viridis,Passeriformes,Thraupidae,Dacninae,Tersina,viridis,saí-andorinha,Swallow Tanager,https://www.wikiaves.com.br/wiki/sai-andorinha
1834,Cyanerpes nitidus,Passeriformes,Thraupidae,Dacninae,Cyanerpes,nitidus,saí-de-bico-curto,Short-billed Honeycreeper,https://www.wikiaves.com.br/wiki/sai-de-bico-curto
1835,Cyanerpes caeruleus,Passeriformes,Thraupidae,Dacninae,Cyanerpes,caeruleus,saí-de-perna-amarela,Purple Honeycreeper,https://www.wikiaves.com.br/wiki/sai-de-perna-amarela
1836,Cyanerpes cyaneus,Passeriformes,Thraupidae,Dacninae,Cyanerpes,cyaneus,saíra-beija-flor,Red-legged Honeycreeper,https://www.wikiaves.com.br/wiki/saira-beija-flor
