,taxonomia,ordem,familia,subfamilia,genero,especie,nome_pt,nome_eng,url_wikiaves
105,Zenaida auriculata,Columbiformes,Columbidae,Columbinae,Zenaida,auriculata,avoante,Eared Dove,https://www.wikiaves.com.br/wiki/avoante
106,Claravis pretiosa,Columbiformes,Columbidae,Claravinae,Claravis,pretiosa,pararu-azul,Blue Ground-Dove,https://www.wikiaves.com.br/wiki/pararu-azul
107,Uropelia campestris,Columbiformes,Columbidae,Claravinae,Uropelia,campestris,rolinha-vaqueira,Long-tailed Ground-Dove,https://www.wikiaves.com.br/wiki/rolinha-vaqueira
109,Columbina passerina,Columbiformes,Columbidae,Claravinae,Columbina,passerina,rolinha-cinzenta,Common Ground-Dove,https://www.wikiaves.com.br/wiki/rolinha-cinzenta
110,Columbina minuta,Columbiformes,Columbidae,Claravinae,Columbina,minuta,rolinha-de-asa-canela,Plain-breasted Ground-Dove,https://www.wikiaves.com.br/wiki/rolinha-de-asa-canela
111,Columbina talpacoti,Columbiformes,Columbidae,Claravinae,Columbina,talpacoti,rolinha-roxa,Ruddy Ground-Dove,https://www.wikiaves.com.br/wiki/rolinha-roxa
112,Columbina squammata,Columbiformes,Columbidae,Claravinae,Columbina,squammata,rolinha-fogo-apagou,Scaled Dove,https://www.wikiaves.com.br/wiki/rolinha-fogo-apagou
113,Columbina picui,Columbiformes,Columbidae,Claravinae,Columbina,picui,rolinha-picuí,Picui Ground-Dove,https://www.wikiaves.com.br/wiki/rolinha-picui
114,Columbina cyanopis,Columbiformes,Columbidae,Claravinae,Columbina,cyanopis,rolinha-do-planalto,Blue-eyed Ground-Dove,https://www.wikiaves.com.br/wiki/rolinha-do-planalto
115,Guira guira,Cuculiformes,Cuculidae,Crotophaginae,Guira,guira,anu-branco,Guira Cuckoo,https://www.wikiaves.com.br/wiki/anu-branco
116,Crotophaga major,Cuculiformes,Cuculidae,Crotophaginae,Crotophaga,major,anu-coroca,Greater Ani,https://www.wikiaves.com.br/wiki/anu-coroca
117,Crotophaga ani,Cuculiformes,Cuculidae,Crotophaginae,Crotophaga,ani,anu-preto,Smooth-billed Ani,https://www.wikiaves.com.br/wiki/anu-preto
118,Tapera naevia,Cuculiformes,Cuculidae,Taperinae,Tapera,naevia,saci,Striped Cuckoo,https://www.wikiaves.com.br/wiki/saci
119,Dromococcyx phasianellus,Cuculiformes,Cuculidae,Taperinae,Dromococcyx,phasianellus,peixe-frito,Pheasant Cuckoo,https://www.wikiaves.com.br/wiki/peixe-frito
120,Dromococcyx pavoninus,Cuculiformes,Cuculidae,Taperinae,Dromococcyx,pavoninus,peixe-frito-pavonino,Pavonine Cuckoo,https://www.wikiaves.com.br/wiki/peixe-frito-pavonino
121,Neomorphus geoffroyi,Cuculiformes,Cuculidae,Neomorphinae,Neomorphus,geoffroyi,jacu-estalo,Rufous-vented Ground-Cuckoo,https://www.wikiaves.com.br/wiki/jacu-estalo
122,Neomorphus squamiger,Cuculiformes,Cuculidae,Neomorphinae,Neomorphus,squamiger,jacu-estalo-escamoso,Scaled Ground-Cuckoo,https://www.wikiaves.com.br/wiki/jacu-estalo-escamoso
123,Neomorphus rufipennis,Cuculiformes,Cuculidae,Neomorphinae,Neomorphus,rufipennis,jacu-estalo-de-asa-vermelha,Rufous-winged Ground-Cuckoo,https://www.wikiaves.com.br/wiki/jacu-estalo-de-asa-vermelha
124,Neomorphus pucheranii,Cuculiformes,Cuculidae,Neomorphinae,Neomorphus,pucheranii,jacu-estalo-de-bico-vermelho,Red-billed Ground-Cuckoo,https://www.wikiaves.com.br/wiki/jacu-estalo-de-bico-vermelho
125,Coccycua minuta,Cuculiformes,Cuculidae,Cuculinae,Coccycua,minuta,chincoã-pequeno,Little Cuckoo,https://www.wikiaves.com.br/wiki/chincoa-pequeno
126,Micrococcyx cinereus,Cuculiformes,Cuculidae,Cuculinae,Micrococcyx,cinereus,papa-lagarta-cinzento,Ash-colored Cuckoo,https://www.wikiaves.com.br/wiki/papa-lagarta-cinzento
127,Piaya cayana,Cuculiformes,Cuculidae,Cuculinae,Piaya,cayana,alma-de-gato,Squirrel Cuckoo,https://www.wikiaves.com.br/wiki/alma-de-gato
128,Piaya melanogaster,Cuculiformes,Cuculidae,Cuculinae,Piaya,melanogaster,chincoã-de-bico-vermelho,Black-bellied Cuckoo,https://www.wikiaves.com.br/wiki/chincoa-de-bico-vermelho
129,Coccyzus melacoryphus,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,melacoryphus,papa-lagarta-acanelado,Dark-billed Cuckoo,https://www.wikiaves.com.br/wiki/papa-lagarta-acanelado
130,Coccyzus americanus,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,americanus,papa-lagarta-de-asa-vermelha,Yellow-billed Cuckoo,https://www.wikiaves.com.br/wiki/papa-lagarta-de-asa-vermelha
131,Coccyzus euleri,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,euleri,papa-lagarta-de-euler,Pearly-breasted Cuckoo,https://www.wikiaves.com.br/wiki/papa-lagarta-de-euler
132,Coccyzus minor,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,minor,papa-lagarta-do-mangue,Mangrove Cuckoo,https://www.wikiaves.com.br/wiki/papa-lagarta-do-mangue
133,Coccyzus erythropthalmus,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,erythropthalmus,papa-lagarta-de-bico-preto,Black-billed Cuckoo,https://www.wikiaves.com.br/wiki/papa-lagarta-de-bico-preto
134,Cuculus canorus,Cuculiformes,Cuculidae,Cuculinae,Cuculus,canorus,cuco-canoro,Common Cuckoo,https://www.wikiaves.com.br/wiki/cuco-canoro
135,Steatornis caripensis,Steatornithiformes,Steatornithidae,,Steatornis,caripensis,guácharo,Oilbird,https://www.wikiaves.com.br/wiki/guacharo
136,Phyllaemulor bracteatus,Nyctibiiformes,Nyctibiidae,,Phyllaemulor,bracteatus,urutau-ferrugem,Rufous Potoo,https://www.wikiaves.com.br/wiki/urutau-ferrugem
137,Nyctibius grandis,Nyctibiiformes,Nyctibiidae,,Nyctibius,grandis,urutau-grande,Great Potoo,https://www.wikiaves.com.br/wiki/urutau-grande
138,Nyctibius aethereus,Nyctibiiformes,Nyctibiidae,,Nyctibius,aethereus,urutau-pardo,Long-tailed Potoo,https://www.wikiaves.com.br/wiki/urutau-pardo
139,Nyctibius griseus,Nyctibiiformes,Nyctibiidae,,Nyctibius,griseus,urutau,Common Potoo,https://www.wikiaves.com.br/wiki/urutau
140,Nyctibius leucopterus,Nyctibiiformes,Nyctibiidae,,Nyctibius,leucopterus,urutau-de-asa-branca,White-winged Potoo,https://www.wikiaves.com.br/wiki/urutau-de-asa-branca
141,Nyctiphrynus ocellatus,Caprimulgiformes,Caprimulgidae,,Nyctiphrynus,ocellatus,bacurau-ocelado,Ocellated Poorwill,https://www.wikiaves.com.br/wiki/bacurau-ocelado
142,Antrostomus rufus,Caprimulgiformes,Caprimulgidae,,Antrostomus,rufus,joão-corta-pau,Rufous Nightjar,https://www.wikiaves.com.br/wiki/joao-corta-pau
143,Antrostomus sericocaudatus,Caprimulgiformes,Caprimulgidae,,Antrostomus,sericocaudatus,bacurau-rabo-de-seda,Silky-tailed Nightjar,https://www.wikiaves.com.br/wiki/bacurau-rabo-de-seda
144,Lurocalis semitorquatus,Caprimulgiformes,Caprimulgidae,,Lurocalis,semitorquatus,tuju,Short-tailed Nighthawk,https://www.wikiaves.com.br/wiki/tuju
145,Nyctiprogne leucopyga,Caprimulgiformes,Caprimulgidae,,Nyctiprogne,leucopyga,bacurau-de-cauda-barrada,Band-tailed Nighthawk,https://www.wikiaves.com.br/wiki/bacurau-de-cauda-barrada
146,Nyctiprogne vielliardi,Caprimulgiformes,Caprimulgidae,,Nyctiprogne,vielliardi,bacurau-do-são-francisco,Bahian Nighthawk,https://www.wikiaves.com.br/wiki/bacurau-do-sao-francisco
147,Nyctidromus nigrescens,Caprimulgiformes,Caprimulgidae,,Nyctidromus,nigrescens,bacurau-de-lajeado,Blackish Nightjar,https://www.wikiaves.com.br/wiki/bacurau-de-lajeado
148,Nyctidromus albicollis,Caprimulgiformes,Caprimulgidae,,Nyctidromus,albicollis,bacurau,Common Pauraque,https://www.wikiaves.com.br/wiki/bacurau
149,Nyctidromus hirundinaceus,Caprimulgiformes,Caprimulgidae,,Nyctidromus,hirundinaceus,bacurauzinho-da-caatinga,Pygmy Nightjar,https://www.wikiaves.com.br/wiki/bacurauzinho-da-caatinga
151,Hydropsalis parvula,Caprimulgiformes,Caprimulgidae,,Hydropsalis,parvula,bacurau-chintã,Little Nightjar,https://www.wikiaves.com.br/wiki/bacurau-chinta
153,Hydropsalis anomala,Caprimulgiformes,Caprimulgidae,,Hydropsalis,anomala,curiango-do-banhado,Sickle-winged Nightjar,https://www.wikiaves.com.br/wiki/curiango-do-banhado
154,Hydropsalis candicans,Caprimulgiformes,Caprimulgidae,,Hydropsalis,candicans,bacurau-de-rabo-branco,White-winged Nightjar,https://www.wikiaves.com.br/wiki/bacurau-de-rabo-branco
155,Hydropsalis roraimae,Caprimulgiformes,Caprimulgidae,,Hydropsalis,roraimae,bacurau-de-roraima,Tepui Nightjar,https://www.wikiaves.com.br/wiki/bacurau-de-roraima
156,Hydropsalis longirostris,Caprimulgiformes,Caprimulgidae,,Hydropsalis,longirostris,bacurau-da-telha,Band-winged Nightjar,https://www.wikiaves.com.br/wiki/bacurau-da-telha
157,Hydropsalis maculicaudus,Caprimulgiformes,Caprimulgidae,,Hydropsalis,maculicaudus,bacurau-de-rabo-maculado,Spot-tailed Nightjar,https://www.wikiaves.com.br/wiki/bacurau-de-rabo-maculado
158,Hydropsalis cayennensis,Caprimulgiformes,Caprimulgidae,,Hydropsalis,cayennensis,bacurau-de-cauda-branca,White-tailed Nightjar,https://www.wikiaves.com.br/wiki/bacurau-de-cauda-branca
159,Hydropsalis climacocerca,Caprimulgiformes,Caprimulgidae,,Hydropsalis,climacocerca,acurana,Ladder-tailed Nightjar,https://www.wikiaves.com.br/wiki/acurana
160,Hydropsalis torquata,Caprimulgiformes,Caprimulgidae,,Hydropsalis,torquata,bacurau-tesoura,Scissor-tailed Nightjar,https://www.wikiaves.com.br/wiki/bacurau-tesoura
161,Hydropsalis forcipata,Caprimulgiformes,Caprimulgidae,,Hydropsalis,forcipata,bacurau-tesourão,Long-trained Nightjar,https://www.wikiaves.com.br/wiki/bacurau-tesourao
162,Nannochordeiles pusillus,Caprimulgiformes,Caprimulgidae,,Nannochordeiles,pusillus,bacurauzinho,Least Nighthawk,https://www.wikiaves.com.br/wiki/bacurauzinho
163,Podager nacunda,Caprimulgiformes,Caprimulgidae,,Podager,nacunda,corucão,Nacunda Nighthawk,https://www.wikiaves.com.br/wiki/corucao
164,Chordeiles minor,Caprimulgiformes,Caprimulgidae,,Chordeiles,minor,bacurau-norte-americano,Common Nighthawk,https://www.wikiaves.com.br/wiki/bacurau-norte-americano
165,Chordeiles gundlachii,Caprimulgiformes,Caprimulgidae,,Chordeiles,gundlachii,bacurau-das-antilhas,Antillean Nighthawk,https://www.wikiaves.com.br/wiki/bacurau-das-antilhas
166,Chordeiles rupestris,Caprimulgiformes,Caprimulgidae,,Chordeiles,rupestris,bacurau-da-praia,Sand-colored Nighthawk,https://www.wikiaves.com.br/wiki/bacurau-da-praia
167,Chordeiles acutipennis,Caprimulgiformes,Caprimulgidae,,Chordeiles,acutipennis,bacurau-de-asa-fina,Lesser Nighthawk,https://www.wikiaves.com.br/wiki/bacurau-de-asa-fina
170,Cypseloides fumigatus,Apodiformes,Apodidae,,Cypseloides,fumigatus,taperuçu-preto,Sooty Swift,https://www.wikiaves.com.br/wiki/taperucu-preto
171,Cypseloides senex,Apodiformes,Apodidae,,Cypseloides,senex,taperuçu-velho,Great Dusky Swift,https://www.wikiaves.com.br/wiki/taperucu-velho
172,Streptoprocne phelpsi,Apodiformes,Apodidae,,Streptoprocne,phelpsi,taperuçu-dos-tepuis,Tepui Swift,https://www.wikiaves.com.br/wiki/taperucu-dos-tepuis
173,Streptoprocne zonaris,Apodiformes,Apodidae,,Streptoprocne,zonaris,taperuçu-de-coleira-branca,White-collared Swift,https://www.wikiaves.com.br/wiki/taperucu-de-coleira-branca
174,Streptoprocne biscutata,Apodiformes,Apodidae,,Streptoprocne,biscutata,taperuçu-de-coleira-falha,Biscutate Swift,https://www.wikiaves.com.br/wiki/taperucu-de-coleira-falha
175,Chaetura cinereiventris,Apodiformes,Apodidae,,Chaetura,cinereiventris,andorinhão-de-sobre-cinzento,Gray-rumped Swift,https://www.wikiaves.com.br/wiki/andorinhao-de-sobre-cinzento
176,Chaetura spinicaudus,Apodiformes,Apodidae,,Chaetura,spinicaudus,andorinhão-de-sobre-branco,Band-rumped Swift,https://www.wikiaves.com.br/wiki/andorinhao-de-sobre-branco
177,Chaetura egregia,Apodiformes,Apodidae,,Chaetura,egregia,taperá-de-garganta-branca,Pale-rumped Swift,https://www.wikiaves.com.br/wiki/tapera-de-garganta-branca
178,Chaetura pelagica,Apodiformes,Apodidae,,Chaetura,pelagica,andorinhão-peregrino,Chimney Swift,https://www.wikiaves.com.br/wiki/andorinhao-peregrino
179,Chaetura chapmani,Apodiformes,Apodidae,,Chaetura,chapmani,andorinhão-de-chapman,Chapman's Swift,https://www.wikiaves.com.br/wiki/andorinhao-de-chapman
180,Chaetura meridionalis,Apodiformes,Apodidae,,Chaetura,meridionalis,andorinhão-do-temporal,Sick's Swift,https://www.wikiaves.com.br/wiki/andorinhao-do-temporal
181,Chaetura brachyura,Apodiformes,Apodidae,,Chaetura,brachyura,andorinhão-de-rabo-curto,Short-tailed Swift,https://www.wikiaves.com.br/wiki/andorinhao-de-rabo-curto
182,Aeronautes montivagus,Apodiformes,Apodidae,,Aeronautes,montivagus,andorinhão-serrano,White-tipped Swift,https://www.wikiaves.com.br/wiki/andorinhao-serrano
183,Tachornis squamata,Apodiformes,Apodidae,,Tachornis,squamata,andorinhão-do-buriti,Fork-tailed Palm-Swift,https://www.wikiaves.com.br/wiki/andorinhao-do-buriti
184,Panyptila cayennensis,Apodiformes,Apodidae,,Panyptila,cayennensis,andorinhão-estofador,Lesser Swallow-tailed Swift,https://www.wikiaves.com.br/wiki/andorinhao-estofador
185,Topaza pella,Apodiformes,Trochilidae,Florisuginae,Topaza,pella,beija-flor-brilho-de-fogo,Crimson Topaz,https://www.wikiaves.com.br/wiki/beija-flor-brilho-de-fogo
186,Topaza pyra,Apodiformes,Trochilidae,Florisuginae,Topaza,pyra,topázio-de-fogo,Fiery Topaz,https://www.wikiaves.com.br/wiki/topazio-de-fogo
187,Florisuga mellivora,Apodiformes,Trochilidae,Florisuginae,Florisuga,mellivora,beija-flor-azul-de-rabo-branco,White-necked Jacobin,https://www.wikiaves.com.br/wiki/beija-flor-azul-de-rabo-branco
188,Florisuga fusca,Apodiformes,Trochilidae,Florisuginae,Florisuga,fusca,beija-flor-preto,Black Jacobin,https://www.wikiaves.com.br/wiki/beija-flor-preto
189,Ramphodon naevius,Apodiformes,Trochilidae,Phaethornithinae,Ramphodon,naevius,beija-flor-rajado,Saw-billed Hermit,https://www.wikiaves.com.br/wiki/beija-flor-rajado
190,Glaucis dohrnii,Apodiformes,Trochilidae,Phaethornithinae,Glaucis,dohrnii,balança-rabo-canela,Hook-billed Hermit,https://www.wikiaves.com.br/wiki/balanca-rabo-canela
191,Glaucis hirsutus,Apodiformes,Trochilidae,Phaethornithinae,Glaucis,hirsutus,balança-rabo-de-bico-torto,Rufous-breasted Hermit,https://www.wikiaves.com.br/wiki/balanca-rabo-de-bico-torto
192,Threnetes leucurus,Apodiformes,Trochilidae,Phaethornithinae,Threnetes,leucurus,balança-rabo-de-garganta-preta,Pale-tailed Barbthroat,https://www.wikiaves.com.br/wiki/balanca-rabo-de-garganta-preta
193,Threnetes niger,Apodiformes,Trochilidae,Phaethornithinae,Threnetes,niger,balança-rabo-escuro,Sooty Barbthroat,https://www.wikiaves.com.br/wiki/balanca-rabo-escuro
194,Anopetia gounellei,Apodiformes,Trochilidae,Phaethornithinae,Anopetia,gounellei,rabo-branco-de-cauda-larga,Broad-tipped Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-de-cauda-larga
195,Phaethornis squalidus,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,squalidus,rabo-branco-pequeno,Dusky-throated Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-pequeno
196,Phaethornis rupurumii,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,rupurumii,rabo-branco-do-rupununi,Streak-throated Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-do-rupununi
197,Phaethornis maranhaoensis,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,maranhaoensis,rabo-branco-do-maranhão,Maranhao Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-do-maranhao
198,Phaethornis aethopygus,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,aethopygus,rabo-branco-do-tapajós,Tapajos Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-do-tapajos
199,Phaethornis idaliae,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,idaliae,rabo-branco-mirim,Minute Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-mirim
200,Phaethornis nattereri,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,nattereri,rabo-branco-de-sobre-amarelo,Cinnamon-throated Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-de-sobre-amarelo
201,Phaethornis griseogularis,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,griseogularis,rabo-branco-de-garganta-cinza,Gray-chinned Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-de-garganta-cinza
202,Phaethornis ruber,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,ruber,rabo-branco-rubro,Reddish Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-rubro
203,Phaethornis subochraceus,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,subochraceus,rabo-branco-de-barriga-fulva,Buff-bellied Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-de-barriga-fulva
204,Phaethornis augusti,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,augusti,rabo-branco-cinza-claro,Sooty-capped Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-cinza-claro
205,Phaethornis pretrei,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,pretrei,rabo-branco-acanelado,Planalto Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-acanelado
206,Phaethornis eurynome,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,eurynome,rabo-branco-de-garganta-rajada,Scale-throated Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-de-garganta-rajada
207,Phaethornis hispidus,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,hispidus,rabo-branco-cinza,White-bearded Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-cinza
208,Phaethornis philippii,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,philippii,rabo-branco-amarelo,Needle-billed Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-amarelo
209,Phaethornis major,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,major,rabo-branco-de-barriga-cinza,Ash-bellied Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-de-barriga-cinza
210,Phaethornis bourcieri,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,bourcieri,rabo-branco-de-bico-reto,Straight-billed Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-de-bico-reto
211,Phaethornis superciliosus,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,superciliosus,rabo-branco-de-bigodes,Long-tailed Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-de-bigodes
213,Phaethornis margarettae,Apodiformes,Trochilidae,Phaethornithinae,Phaethornis,margarettae,rabo-branco-de-margarette,Margaretta's Hermit,https://www.wikiaves.com.br/wiki/rabo-branco-de-margarette
214,Doryfera johannae,Apodiformes,Trochilidae,Polytminae,Doryfera,johannae,bico-de-lança,Blue-fronted Lancebill,https://www.wikiaves.com.br/wiki/bico-de-lanca
215,Augastes scutatus,Apodiformes,Trochilidae,Polytminae,Augastes,scutatus,beija-flor-de-gravata-verde,Hyacinth Visorbearer,https://www.wikiaves.com.br/wiki/beija-flor-de-gravata-verde
216,Augastes lumachella,Apodiformes,Trochilidae,Polytminae,Augastes,lumachella,beija-flor-de-gravata-vermelha,Hooded Visorbearer,https://www.wikiaves.com.br/wiki/beija-flor-de-gravata-vermelha
217,Colibri delphinae,Apodiformes,Trochilidae,Polytminae,Colibri,delphinae,beija-flor-marrom,Brown Violetear,https://www.wikiaves.com.br/wiki/beija-flor-marrom
218,Colibri coruscans,Apodiformes,Trochilidae,Polytminae,Colibri,coruscans,beija-flor-violeta,Sparkling Violetear,https://www.wikiaves.com.br/wiki/beija-flor-violeta
219,Colibri serrirostris,Apodiformes,Trochilidae,Polytminae,Colibri,serrirostris,beija-flor-de-orelha-violeta,White-vented Violetear,https://www.wikiaves.com.br/wiki/beija-flor-de-orelha-violeta
220,Heliactin bilophus,Apodiformes,Trochilidae,Polytminae,Heliactin,bilophus,chifre-de-ouro,Horned Sungem,https://www.wikiaves.com.br/wiki/chifre-de-ouro
221,Heliothryx auritus,Apodiformes,Trochilidae,Polytminae,Heliothryx,auritus,beija-flor-de-bochecha-azul,Black-eared Fairy,https://www.wikiaves.com.br/wiki/beija-flor-de-bochecha-azul
222,Polytmus guainumbi,Apodiformes,Trochilidae,Polytminae,Polytmus,guainumbi,beija-flor-de-bico-curvo,White-tailed Goldenthroat,https://www.wikiaves.com.br/wiki/beija-flor-de-bico-curvo
223,Polytmus theresiae,Apodiformes,Trochilidae,Polytminae,Polytmus,theresiae,beija-flor-verde,Green-tailed Goldenthroat,https://www.wikiaves.com.br/wiki/beija-flor-verde
224,Avocettula recurvirostris,Apodiformes,Trochilidae,Polytminae,Avocettula,recurvirostris,beija-flor-de-bico-virado,Fiery-tailed Awlbill,https://www.wikiaves.com.br/wiki/beija-flor-de-bico-virado
225,Chrysolampis mosquitus,Apodiformes,Trochilidae,Polytminae,Chrysolampis,mosquitus,beija-flor-vermelho,Ruby-topaz Hummingbird,https://www.wikiaves.com.br/wiki/beija-flor-vermelho
226,Anthracothorax viridigula,Apodiformes,Trochilidae,Polytminae,Anthracothorax,viridigula,beija-flor-de-veste-verde,Green-throated Mango,https://www.wikiaves.com.br/wiki/beija-flor-de-veste-verde
227,Anthracothorax nigricollis,Apodiformes,Trochilidae,Polytminae,Anthracothorax,nigricollis,beija-flor-de-veste-preta,Black-throated Mango,https://www.wikiaves.com.br/wiki/beija-flor-de-veste-preta
228,Discosura langsdorffi,Apodiformes,Trochilidae,Lesbiinae,Discosura,langsdorffi,rabo-de-espinho,Black-bellied Thorntail,https://www.wikiaves.com.br/wiki/rabo-de-espinho
229,Discosura longicaudus,Apodiformes,Trochilidae,Lesbiinae,Discosura,longicaudus,bandeirinha,Racket-tailed Coquette,https://www.wikiaves.com.br/wiki/bandeirinha
230,Lophornis ornatus,Apodiformes,Trochilidae,Lesbiinae,Lophornis,ornatus,beija-flor-de-leque-canela,Tufted Coquette,https://www.wikiaves.com.br/wiki/beija-flor-de-leque-canela
231,Lophornis gouldii,Apodiformes,Trochilidae,Lesbiinae,Lophornis,gouldii,topetinho-do-brasil-central,Dot-eared Coquette,https://www.wikiaves.com.br/wiki/topetinho-do-brasil-central
232,Lophornis magnificus,Apodiformes,Trochilidae,Lesbiinae,Lophornis,magnificus,topetinho-vermelho,Frilled Coquette,https://www.wikiaves.com.br/wiki/topetinho-vermelho
233,Lophornis cf. delattrei,Apodiformes,Trochilidae,Lesbiinae,Lophornis,cf. delattrei,topetinho-ruivo,Rufous-crested Coquette,https://www.wikiaves.com.br/wiki/topetinho-ruivo
234,Lophornis chalybeus,Apodiformes,Trochilidae,Lesbiinae,Lophornis,chalybeus,topetinho-verde,Festive Coquette,https://www.wikiaves.com.br/wiki/topetinho-verde
236,Heliodoxa xanthogonys,Apodiformes,Trochilidae,Lesbiinae,Heliodoxa,xanthogonys,brilhante-veludo,Velvet-browed Brilliant,https://www.wikiaves.com.br/wiki/brilhante-veludo
238,Heliodoxa aurescens,Apodiformes,Trochilidae,Lesbiinae,Heliodoxa,aurescens,beija-flor-estrela,Gould's Jewelfront,https://www.wikiaves.com.br/wiki/beija-flor-estrela
239,Heliodoxa rubricauda,Apodiformes,Trochilidae,Lesbiinae,Heliodoxa,rubricauda,beija-flor-rubi,Brazilian Ruby,https://www.wikiaves.com.br/wiki/beija-flor-rubi
240,Heliomaster longirostris,Apodiformes,Trochilidae,Trochilinae,Heliomaster,longirostris,bico-reto-cinzento,Long-billed Starthroat,https://www.wikiaves.com.br/wiki/bico-reto-cinzento
241,Heliomaster squamosus,Apodiformes,Trochilidae,Trochilinae,Heliomaster,squamosus,bico-reto-de-banda-branca,Stripe-breasted Starthroat,https://www.wikiaves.com.br/wiki/bico-reto-de-banda-branca
242,Heliomaster furcifer,Apodiformes,Trochilidae,Trochilinae,Heliomaster,furcifer,bico-reto-azul,Blue-tufted Starthroat,https://www.wikiaves.com.br/wiki/bico-reto-azul
243,Calliphlox amethystina,Apodiformes,Trochilidae,Trochilinae,Calliphlox,amethystina,estrelinha-ametista,Amethyst Woodstar,https://www.wikiaves.com.br/wiki/estrelinha-ametista
244,Chlorostilbon mellisugus,Apodiformes,Trochilidae,Trochilinae,Chlorostilbon,mellisugus,esmeralda-de-cauda-azul,Blue-tailed Emerald,https://www.wikiaves.com.br/wiki/esmeralda-de-cauda-azul
245,Chlorostilbon lucidus,Apodiformes,Trochilidae,Trochilinae,Chlorostilbon,lucidus,besourinho-de-bico-vermelho,Glittering-bellied Emerald,https://www.wikiaves.com.br/wiki/besourinho-de-bico-vermelho
246,Stephanoxis lalandi,Apodiformes,Trochilidae,Trochilinae,Stephanoxis,lalandi,beija-flor-de-topete-verde,Green-crowned Plovercrest,https://www.wikiaves.com.br/wiki/beija-flor-de-topete-verde
247,Stephanoxis loddigesii,Apodiformes,Trochilidae,Trochilinae,Stephanoxis,loddigesii,beija-flor-de-topete-azul,Violet-crowned Plovercrest,https://www.wikiaves.com.br/wiki/beija-flor-de-topete-azul
248,Campylopterus largipennis,Apodiformes,Trochilidae,Trochilinae,Campylopterus,largipennis,asa-de-sabre-da-guiana,Gray-breasted Sabrewing,https://www.wikiaves.com.br/wiki/asa-de-sabre-da-guiana
249,Campylopterus obscurus,Apodiformes,Trochilidae,Trochilinae,Campylopterus,obscurus,asa-de-sabre-de-cauda-escura,Dusky Sabrewing,https://www.wikiaves.com.br/wiki/asa-de-sabre-de-cauda-escura
250,Campylopterus calcirupicola,Apodiformes,Trochilidae,Trochilinae,Campylopterus,calcirupicola,asa-de-sabre-da-mata-seca,Outcrop Sabrewing,https://www.wikiaves.com.br/wiki/asa-de-sabre-da-mata-seca
251,Campylopterus diamantinensis,Apodiformes,Trochilidae,Trochilinae,Campylopterus,diamantinensis,asa-de-sabre-do-espinhaço,Diamantina Sabrewing,https://www.wikiaves.com.br/wiki/asa-de-sabre-do-espinhaco
252,Campylopterus hyperythrus,Apodiformes,Trochilidae,Trochilinae,Campylopterus,hyperythrus,asa-de-sabre-canela,Rufous-breasted Sabrewing,https://www.wikiaves.com.br/wiki/asa-de-sabre-canela
253,Campylopterus duidae,Apodiformes,Trochilidae,Trochilinae,Campylopterus,duidae,asa-de-sabre-de-peito-camurça,Buff-breasted Sabrewing,https://www.wikiaves.com.br/wiki/asa-de-sabre-de-peito-camurca
