"font-blue-soft href","d-block","font-blue-soft","font-blue","font-blue href","font-blue 2","font-blue href 2"
"https://www.wikiaves.com.br/wiki/asa-de-sabre-de-cauda-escura","asa-de-sabre-de-cauda-escura","Campylopterus obscurus","20","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10607","673","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10607"
"https://www.wikiaves.com.br/wiki/asa-de-sabre-da-mata-seca","asa-de-sabre-da-mata-seca","Campylopterus calcirupicola","19","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=12011","485","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=12011"
"https://www.wikiaves.com.br/wiki/asa-de-sabre-do-espinhaco","asa-de-sabre-do-espinhaço","Campylopterus diamantinensis","8","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=12012","97","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=12012"
"https://www.wikiaves.com.br/wiki/asa-de-sabre-canela","asa-de-sabre-canela","Campylopterus hyperythrus","3","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10608","60","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10608"
"https://www.wikiaves.com.br/wiki/asa-de-sabre-de-peito-camurca","asa-de-sabre-de-peito-camurça","Campylopterus duidae","1","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10609","2","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10609"
"https://www.wikiaves.com.br/wiki/beija-flor-tesoura-verde","beija-flor-tesoura-verde","Thalurania furcata","104","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10634","6968","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10634"
"https://www.wikiaves.com.br/wiki/beija-flor-de-costas-violeta","beija-flor-de-costas-violeta","Thalurania watertonii","7","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10635","555","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10635"
"https://www.wikiaves.com.br/wiki/beija-flor-de-fronte-violeta","beija-flor-de-fronte-violeta","Thalurania glaucopis","397","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10636","21495","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10636"
"https://www.wikiaves.com.br/wiki/beija-flor-tesoura","beija-flor-tesoura","Eupetomena macroura","572","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10610","24861","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10610"
"https://www.wikiaves.com.br/wiki/beija-flor-cinza","beija-flor-cinza","Aphantochroa cirrochloris","252","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10611","7099","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10611"
"https://www.wikiaves.com.br/wiki/beija-flor-pintado","beija-flor-pintado","Thalaphorus chlorocercus","10","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10644","136","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10644"
"https://www.wikiaves.com.br/wiki/beija-flor-de-barriga-verde","beija-flor-de-barriga-verde","Saucerottia viridigaster","2","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10652","188","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10652"
"https://www.wikiaves.com.br/wiki/beija-flor-de-banda-branca","beija-flor-de-banda-branca","Chrysuronia versicolor","211","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10647","8678","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10647"
"https://www.wikiaves.com.br/wiki/beija-flor-de-cabeca-azul","beija-flor-de-cabeça-azul","Chrysuronia rondoniae","4","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10648","142","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10648"
"https://www.wikiaves.com.br/wiki/beija-flor-de-cauda-dourada","beija-flor-de-cauda-dourada","Chrysuronia oenone","4","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10640","64","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10640"
"https://www.wikiaves.com.br/wiki/beija-flor-de-bico-preto","beija-flor-de-bico-preto","Chrysuronia brevirostris","13","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10649","138","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10649"
"https://www.wikiaves.com.br/wiki/beija-flor-de-barriga-branca","beija-flor-de-barriga-branca","Chrysuronia leucogaster","43","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10646","2941","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10646"
"https://www.wikiaves.com.br/wiki/beija-flor-de-papo-branco","beija-flor-de-papo-branco","Leucochloris albicollis","368","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10641","9069","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10641"
"https://www.wikiaves.com.br/wiki/beija-flor-de-garganta-verde","beija-flor-de-garganta-verde","Chionomesa fimbriata","354","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10650","13346","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10650"
"https://www.wikiaves.com.br/wiki/beija-flor-de-peito-azul","beija-flor-de-peito-azul","Chionomesa lactea","324","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10651","10855","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10651"
"https://www.wikiaves.com.br/wiki/beija-flor-safira","beija-flor-safira","Hylocharis sapphirina","45","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10637","1230","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10637"
"https://www.wikiaves.com.br/wiki/beija-flor-dourado","beija-flor-dourado","Hylocharis chrysura","268","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10639","7034","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10639"
"https://www.wikiaves.com.br/wiki/beija-flor-verde-e-branco","beija-flor-verde-e-branco","Elliotomyia chionogaster","3","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10645","67","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10645"
"https://www.wikiaves.com.br/wiki/beija-flor-roxo","beija-flor-roxo","Chlorestes cyanus","240","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10638","3887","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10638"
"https://www.wikiaves.com.br/wiki/beija-flor-de-garganta-azul","beija-flor-de-garganta-azul","Chlorestes notata","37","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10631","3226","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10631"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/cigana","cigana","Opisthocomus hoazin","83","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10491","2157","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10491"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/carao","carão","Aramus guarauna","520","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10263","12155","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10263"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/jacamim-do-napo","jacamim-do-napo","Psophia napensis","1","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=11895","",""
"https://www.wikiaves.com.br/wiki/jacamim-de-costas-cinzentas","jacamim-de-costas-cinzentas","Psophia crepitans","22","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10264","239","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10264"
"https://www.wikiaves.com.br/wiki/jacamim-de-costas-amarelas","jacamim-de-costas-amarelas","Psophia ochroptera","1","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=11896","1","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=11896"
"https://www.wikiaves.com.br/wiki/jacamim-de-costas-brancas","jacamim-de-costas-brancas","Psophia leucoptera","12","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10265","36","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10265"
"https://www.wikiaves.com.br/wiki/jacamim-de-costas-verdes","jacamim-de-costas-verdes","Psophia viridis","8","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10266","60","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10266"
"https://www.wikiaves.com.br/wiki/jacamim-de-costas-marrons","jacamim-de-costas-marrons","Psophia dextralis","10","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=11850","175","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=11850"
"https://www.wikiaves.com.br/wiki/jacamim-do-xingu","jacamim-do-xingu","Psophia interjecta","16","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=11897","99","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=11897"
"https://www.wikiaves.com.br/wiki/jacamim-de-costas-escuras","jacamim-de-costas-escuras","Psophia obscura","3","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=11851","25","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=11851"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/codornizao","codornizão","Crex crex","1","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=11898","7","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=11898"
"https://www.wikiaves.com.br/wiki/saracura-matraca","saracura-matraca","Rallus longirostris","181","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10269","2219","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10269"
"https://www.wikiaves.com.br/wiki/frango-d_agua-azul","frango-d'água-azul","Porphyrio martinica","212","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10294","9756","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10294"
"https://www.wikiaves.com.br/wiki/frango-d_agua-africano","frango-d'água-africano","Porphyrio alleni","12","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=12013","",""
"https://www.wikiaves.com.br/wiki/frango-d_agua-pequeno","frango-d'água-pequeno","Porphyrio flavirostris","40","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10295","735","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10295"
"https://www.wikiaves.com.br/wiki/sana-de-cabeca-castanha","sanã-de-cabeça-castanha","Anurolimnas castaneiceps","27","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10276","17","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10276"
"https://www.wikiaves.com.br/wiki/sana-castanha","sanã-castanha","Rufirallus viridis","547","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10277","1784","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10277"
"https://www.wikiaves.com.br/wiki/sana-zebrada","sanã-zebrada","Laterallus fasciatus","12","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10278","27","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10278"
"https://www.wikiaves.com.br/wiki/sana-amarela","sanã-amarela","Laterallus flaviventer","99","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10284","863","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10284"
"https://www.wikiaves.com.br/wiki/sana-parda","sanã-parda","Laterallus melanophaius","1011","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10279","5513","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10279"
"https://www.wikiaves.com.br/wiki/sana-do-capim","sanã-do-capim","Laterallus exilis","474","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10280","655","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10280"
"https://www.wikiaves.com.br/wiki/sana-preta","sanã-preta","Laterallus jamaicensis","16","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10281","158","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10281"
"https://www.wikiaves.com.br/wiki/sana-cinza","sanã-cinza","Laterallus spilopterus","33","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10285","276","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10285"
"https://www.wikiaves.com.br/wiki/sana-vermelha","sanã-vermelha","Laterallus leucopyrrhus","277","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10282","1864","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10282"
"https://www.wikiaves.com.br/wiki/sana-de-cara-ruiva","sanã-de-cara-ruiva","Laterallus xenopterus","64","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10283","344","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10283"
"https://www.wikiaves.com.br/wiki/pinto-d_agua-carijo","pinto-d'água-carijó","Coturnicops notatus","7","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10267","",""
"https://www.wikiaves.com.br/wiki/maxalalaga","maxalalagá","Micropygia schomburgkii","186","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10268","983","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10268"
"https://www.wikiaves.com.br/wiki/sana-carijo","sanã-carijó","Mustelirallus albicollis","733","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10286","3303","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10286"
"https://www.wikiaves.com.br/wiki/turu-turu","turu-turu","Neocrex erythrops","115","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10287","638","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10287"
"https://www.wikiaves.com.br/wiki/saracura-carijo","saracura-carijó","Pardirallus maculatus","108","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10288","1493","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10288"
"https://www.wikiaves.com.br/wiki/saracura-sana","saracura-sanã","Pardirallus nigricans","1186","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10289","5584","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10289"
"https://www.wikiaves.com.br/wiki/saracura-do-banhado","saracura-do-banhado","Pardirallus sanguinolentus","298","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10290","3093","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10290"
"https://www.wikiaves.com.br/wiki/saracura-lisa","saracura-lisa","Amaurolimnas concolor","320","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10275","529","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10275"
"https://www.wikiaves.com.br/wiki/saracurucu","saracuruçu","Aramides ypecaha","200","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10270","3722","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10270"
"https://www.wikiaves.com.br/wiki/saracura-do-mangue","saracura-do-mangue","Aramides mangle","73","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10271","1188","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10271"
"https://www.wikiaves.com.br/wiki/saracura-tres-potes","saracura-três-potes","Aramides cajaneus","985","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10272","8642","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10272"
"https://www.wikiaves.com.br/wiki/saracura-do-mato","saracura-do-mato","Aramides saracura","1071","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10274","11559","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10274"
"https://www.wikiaves.com.br/wiki/galinha-d_agua-carijo","galinha-d'água-carijó","Porphyriops melanops","53","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10293","2081","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10293"
"https://www.wikiaves.com.br/wiki/sora","sora","Porzana carolina","5","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=12014","19","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=12014"
"https://www.wikiaves.com.br/wiki/galinha-d_agua-pequena","galinha-d'água-pequena","Paragallinula angulata","2","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10292","",""
"https://www.wikiaves.com.br/wiki/galinha-d_agua","galinha-d'água","Gallinula galeata","425","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10291","18379","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10291"
"https://www.wikiaves.com.br/wiki/carqueja-de-escudo-vermelho","carqueja-de-escudo-vermelho","Fulica rufifrons","27","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10297","922","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10297"
"https://www.wikiaves.com.br/wiki/carqueja-de-bico-manchado","carqueja-de-bico-manchado","Fulica armillata","9","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10296","1659","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10296"
"https://www.wikiaves.com.br/wiki/carqueja-de-bico-amarelo","carqueja-de-bico-amarelo","Fulica leucoptera","20","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10298","1897","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10298"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/picaparra","picaparra","Heliornis fulica","57","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10299","1445","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10299"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/batuirucu","batuiruçu","Pluvialis dominica","61","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10304","3848","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10304"
"https://www.wikiaves.com.br/wiki/batuirucu-de-axila-preta","batuiruçu-de-axila-preta","Pluvialis squatarola","41","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10305","3073","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10305"
"https://www.wikiaves.com.br/wiki/batuira-de-papo-ferrugineo","batuíra-de-papo-ferrugíneo","Oreopholus ruficollis","6","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10312","217","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10312"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/gaivota-de-bico-riscado","gaivota-de-bico-riscado","Larus delawarensis","2","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10359","254","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10359"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/mexeriqueira","mexeriqueira","Vanellus cayanus","86","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10302","3016","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10302"
"https://www.wikiaves.com.br/wiki/quero-quero","quero-quero","Vanellus chilensis","878","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10303","26596","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10303"
"https://www.wikiaves.com.br/wiki/batuira-de-peito-tijolo","batuíra-de-peito-tijolo","Charadrius modestus","19","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10311","957","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10311"
"https://www.wikiaves.com.br/wiki/batuira-mascarada","batuíra-mascarada","Charadrius sp.","7","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=12076","",""
"https://www.wikiaves.com.br/wiki/batuira-de-bando","batuíra-de-bando","Charadrius semipalmatus","98","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10306","8080","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10306"
"https://www.wikiaves.com.br/wiki/batuira-bicuda","batuíra-bicuda","Charadrius wilsonia","34","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10308","861","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10308"
"https://www.wikiaves.com.br/wiki/batuira-de-coleira","batuíra-de-coleira","Charadrius collaris","90","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10309","5289","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10309"
"https://www.wikiaves.com.br/wiki/batuira-de-coleira-dupla","batuíra-de-coleira-dupla","Charadrius falklandicus","4","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10310","736","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10310"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/piru-piru","piru-piru","Haematopus palliatus","141","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10313","6688","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10313"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/pernilongo-de-costas-negras","pernilongo-de-costas-negras","Himantopus mexicanus","104","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10314","3314","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10314"
"https://www.wikiaves.com.br/wiki/pernilongo-de-costas-brancas","pernilongo-de-costas-brancas","Himantopus melanurus","359","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10315","12930","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10315"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/teu-teu-da-savana","téu-téu-da-savana","Burhinus bistriatus","13","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10316","469","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10316"
"","","","","","",""
"https://www.wikiaves.com.br/wiki/pomba-antartica","pomba-antártica","Chionis albus","328","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10317","",""
"","","","","","",""
"https://www.wikiaves.com.br/wiki/macarico-do-campo","maçarico-do-campo","Bartramia longicauda","31","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10326","774","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10326"
"https://www.wikiaves.com.br/wiki/macarico-de-bico-torto","maçarico-de-bico-torto","Numenius hudsonicus","71","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10325","3127","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10325"
"https://www.wikiaves.com.br/wiki/macarico-galego","maçarico-galego","Numenius phaeopus","5","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=11899","131","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=11899"
"https://www.wikiaves.com.br/wiki/fuselo","fuselo","Limosa lapponica","118","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10322","",""
"https://www.wikiaves.com.br/wiki/macarico-de-bico-virado","maçarico-de-bico-virado","Limosa haemastica","19","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10321","1631","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10321"
"https://www.wikiaves.com.br/wiki/macarico-marmoreo","maçarico-marmóreo","Limosa fedoa","32","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10323","",""
"https://www.wikiaves.com.br/wiki/vira-pedras","vira-pedras","Arenaria interpres","39","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10334","4547","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10334"
"https://www.wikiaves.com.br/wiki/macarico-de-papo-vermelho","maçarico-de-papo-vermelho","Calidris canutus","15","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10335","2320","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10335"
"https://www.wikiaves.com.br/wiki/combatente","combatente","Calidris pugnax","159","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10344","",""
"https://www.wikiaves.com.br/wiki/macarico-pernilongo","maçarico-pernilongo","Calidris himantopus","11","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10342","825","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10342"
"https://www.wikiaves.com.br/wiki/macarico-de-bico-curvo","maçarico-de-bico-curvo","Calidris ferruginea","29","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=12015","",""
"https://www.wikiaves.com.br/wiki/macarico-branco","maçarico-branco","Calidris alba","32","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10336","5021","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10336"
"https://www.wikiaves.com.br/wiki/macarico-de-bico-fino","maçarico-de-bico-fino","Calidris bairdii","6","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10340","289","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10340"
"https://www.wikiaves.com.br/wiki/macarico-pequeno","maçarico-pequeno","Calidris minuta","4","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=12016","22","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=12016"
"https://www.wikiaves.com.br/wiki/macariquinho","maçariquinho","Calidris minutilla","12","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10338","1074","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10338"
"https://www.wikiaves.com.br/wiki/macarico-de-sobre-branco","maçarico-de-sobre-branco","Calidris fuscicollis","78","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10339","5133","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10339"
"https://www.wikiaves.com.br/wiki/macarico-acanelado","maçarico-acanelado","Calidris subruficollis","6","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10343","1124","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10343"
"https://www.wikiaves.com.br/wiki/macarico-de-colete","maçarico-de-colete","Calidris melanotos","44","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10341","3316","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10341"
"https://www.wikiaves.com.br/wiki/macarico-rasteirinho","maçarico-rasteirinho","Calidris pusilla","21","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10337","2317","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10337"
"https://www.wikiaves.com.br/wiki/macarico-do-alasca","maçarico-do-alasca","Calidris mauri","36","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=12017","",""
"https://www.wikiaves.com.br/wiki/macarico-de-costas-brancas","maçarico-de-costas-brancas","Limnodromus griseus","7","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10320","862","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10320"
"https://www.wikiaves.com.br/wiki/narcejao","narcejão","Gallinago undulata","231","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10319","718","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10319"
"https://www.wikiaves.com.br/wiki/narceja","narceja","Gallinago paraguaiae","249","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10318","4737","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10318"
"https://www.wikiaves.com.br/wiki/pisa-n_agua","pisa-n'água","Phalaropus tricolor","5","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10345","1274","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10345"
"https://www.wikiaves.com.br/wiki/pisa-n_agua-de-pescoco-vermelho","pisa-n'água-de-pescoço-vermelho","Phalaropus lobatus","1","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=12018","69","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=12018"
"https://www.wikiaves.com.br/wiki/pisa-n_agua-de-bico-grosso","pisa-n'água-de-bico-grosso","Phalaropus fulicarius","16","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10346","",""
"https://www.wikiaves.com.br/wiki/macarico-tereque","maçarico-tereque","Xenus cinereus","2","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10327","31","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10327"
"https://www.wikiaves.com.br/wiki/macarico-pintado","maçarico-pintado","Actitis macularius","70","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10328","5839","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10328"
"https://www.wikiaves.com.br/wiki/macarico-solitario","maçarico-solitário","Tringa solitaria","172","https://www.wikiaves.com.br/midias.php?tm=s&t=s&s=10329","7495","https://www.wikiaves.com.br/midias.php?tm=f&t=s&s=10329"
